0,1
" 3180303 UAN HING STATIONERY SDN BHD (162761-M) NO.32 & 33 JALAN SR 1/9. SEKSYEN 9. TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN SELANGOR DARUL EHSAN GST ID : 002139201536 Tax Invoice 27/03/2018 No : CS-20243 Qty Tax RM F/Castall 187057.75 Tack-It 2 SR 12.00 75g- White (new) @ 5.6600 Total Amt Incl. GST @ 6% : 12.00 Rounding Adjustment : Total Amt Payable 12.00 Paid Amount 20.00 Change 8.00 Total Qty Tender: 2 GST Summary Amount Tax (RM) (RM) SR @ A 11.32 0 68 Total 11.32 0.68 THANK YOU For anv enquiry please contact us:","{'entities': [(180, 190, 'date'), (249, 254, 'total')]}"
" 99 SPEED MART S/B (519537-X) LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1243-JLN PUDU ULU GST ID. NO : 000181747712 INVDICE NO : 18124/102/T0146 01:11PM 566449 14-08-17 587 LISTERINE COOL MINT MOU RM8.99 S 2190 SPRING FRESH MINERAL W RM1.40 S 5353 SUMMER GOAT MILK BODY RM3.99 S Total Sales (Inclusive GST) RM 14.38 Rounding Adjustment RM . .02 Rounding RM 14.40 CASH RM 20.00 CHANGE RM 5.60 GST summary Amount(RM) Tax(RM) S = 6% 13.56 a 82 Thank You. Please come again Keep the invoice for applicable returns","{'entities': [(1, 18, 'company'), (183, 191, 'date'), (30, 112, 'address'), (380, 385, 'total')]}"
" Basi3/ Gerbang Alaf Restaurants Sdn Bhd (65351-M) Licensee of McDonald's Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan S$21/39,47400 Peta ing Jaya Selangor (GST ID No: 000504664064) McDonald's Permas Ja-a (#096) Tel No. 07 - 3865 879 TAX INVOICE MFY Side 1 INV# 000960100030435 ORD #69 -REG #1-- 25/05/2018 16:12:50 QTY ITEM TOTAL 1 L FiletOFish 11.10 1 i Coke 1 L Fries Eat-In Total (incl GST) 11.10 Total Rounded 11.10 Cash Tendered 21.10 Change 10.00 TOTAL INCLUDES 6% GST 0.63 Thank You and Please Come Again. Guast Relations Center : 1300-13-1300","{'entities': [(303, 313, 'date'), (353, 358, 'total')]}"
" 318 318 0305Y MR. D.I.Y. (M) SDN BHD (CO.REG :860671-D) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000306020352) (IOI PUCHONG) -TAX INVOICE- MULTIPURPOSE BROOM 737P W/4FT *S WA16 - 24 9555221300282 2 X 6.50 13.00 HOSE PUMP C88351# *S KE23-33-53 - 12/120 9074333 1 X 1.90 1.90 Item(s) : 2 Qty(s) : 3 Total Incl. GST@6% RM 14.90 CASH RM 20.00 CHANGE RM 5.10 GST @6% included in total RM 0.84 24-03-18 18:02 SHO1 ZJ86 T 1 R000112043 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAY WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(457, 465, 'date'), (57, 153, 'address'), (388, 393, 'total')]}"
" TRI SHAAS SDN BHD (728515-M) MYDIN MART SRI MUDA 4-20, Jalan Ria 25/62 Taman Sri Muda Seksyen 25, 40400 Shah Alam Selangor Tel : 03-51217970 Fax : 03-51218059 GIST ID: :000429166592 RECEIPT Terminal 188 - 5505P0S004 Trans # : 255018 Date : 13/03/2017 03:00:42PM Cashier : CH110137 MSIM - ROHINI EVEREADY BAT H/D 1015 SW4 AA EA .S 8999002310564 2 * 2.50 5.00 Item Count 2 Total 5.00 Rounding Adjustment 0.00 Total After Rounding 5.00 Cash 10.00 CHANGE 5.00 GST Rate Amt Excl GST(RM) Tax(RM) S = 6% 4.72 0.28 Z = 0% 0.00 0.00 Points Missed Join our-Meriah Leya Ity Programme today! 6 5 5 0 5 0 0 0 0 0 2 5 5 0 1 8 Print Date: 13/03/2017 03:00:44PM Note: Any request for production of full tax invoice must be made within 3 months from the date of purchase. If the request is not made within the prescribed time frame NYDIN may based on its absolute discretion reject the request. Thank You and Please Come Again","{'entities': [(1, 18, 'company'), (241, 251, 'date'), (354, 358, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. 7925F716 VE Date: 25/09/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 25/09/2017 12:12 Description U.P Iss Exc D Sale Amt(RM O.C. WHITE 2.13 3 0 0 3 6.39 WHOLEMEAL 2.78 2 0 0 2 5.56 0.C JUMBO 2.97 4 0 0 4 11.88 Total 0% supplies: 23.83 DELIC DELICIA-E/SCOTCH E/ 3.72 3 0 0 3 11.16 CR-CHOCLT 0.72 20 @ a 20 14.40 CR-B SCOTCH 0.72 0 13 0 -13 -9.36 SQ-S.BERRY 0.84 0 5 0 -5 -4.20 20 Total 6% supplies (excl. GST): 12.00 GST: 0.72 Total 6% supplies (Inc. GST): 12.72 Total 0% supplies: 23.83 Total Payable: 36.55 E.&.O.E. Received above goods in good order condition. The recipient of Gardenta's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note RE- -PRINT","{'entities': [(214, 224, 'date'), (783, 788, 'total')]}"
" p HERO DISTRIBUTION SDN BHD (Subang Jasa) 666770-0 GST Reg * 001627654144 4243, Compleks Perniagaan Sn Gaya 'OSTED Gln Tmn Subang Jasa 3, 40150 Selangor Tan Invokc : S1P03201705170016 17/05/17 Cashier : SITI ANL 08:48:09 CAP MAKMUR MINYAK PACKET 1KG 9555845400009 2.50'3 7.50 Z H/GRASS K/JELLY F/POW SBERRY 250G 1 9555124301089 6.00°3 18.00 S SA GRANINY SI!!TH 10's (PKT) 515474 15.98 Z Ibem 3 Total with GST (i) 6% 41.48 Qty e Rounding 0.02 Total Saving 0.00 Total 41 50 Tender Master 5148 App 83650 41.50 Change 0.00 GST Analysis Goods Tax Amount $ = 6% 16.98 1.02 41-17 2 == 0% 23.49 0.00 Hember Num : 80148970 WONG TAI CHIN Thank you for shopping with us Please come again :","{'entities': [(3, 28, 'company'), (185, 193, 'date'), (467, 472, 'total')]}"
" ASIA MART (SA0264195-T) NO.23 BATU 10, TAMAN SENTOSA, JALAN KAPAR, 42200 KLANG, SELANGOR. GST ID : 001609584640 TAX INVOICE Doc No : CS02070163 Date: 22/12/2017 Cashier : EIRA Time: 00:06:00 Salesperson : EIRA Ref.: Item (GST) (GST) Qty S/Price S/Price Amount Tax 9556641320021 17 0.85 0.90 15.25 SR DELICIA CHOCOLATE [50G] 9556231110049 1 3.55 3.55 3.55 ZRL GARDENIA ORIGINAL CLASSIC JUMBO [600G] 9556127101331 1 1.41 1.50 1.50 SR HU NS LIME 50G 8850199320721 1 1.42 1.51 1.51 SR DOREMON CATCAT JOY 15G 8850199320721 1 1.42 1.51 1.51 SR DOREMON CATCAT JOY 15G 8888002188511 1 2.30 2.44 2.44 SR MINUTE MAID PULPY [OREN] [350ML] 38880 1 2 30 2.44 2.44 SR MINUTE MAD !OREN! [350ML] 1.60 1.60 SR LEMON DRINK 500ML 955657031213 2.74 2.90 2.90 SR 100 PLUS P! us [1 5L1 Total Cly: 25 32.69 Total Sales (Excluding GST) : 31.03 Discount : 0.00 Total GST : 1.65 Rounding : 0.02 Sales (Inclusive of GST) : 32.70 CASH : 40.00 Change : 7.30 GST SUMMARY Tax Code % Amt (RM) SR 6 27.48 Tax (RM) ZRL 0 1.65 3.55 Total 0.00 31.03 1.65 GOODS SOLD ARE NOT RETURNABLE, THANK YOU","{'entities': [(1, 10, 'company'), (151, 161, 'date'), (25, 90, 'address'), (897, 902, 'total')]}"
" ENW Hardware Centre (M) Sdn. Bhd. Co. Reg. No.: 795225-A } GST Reg. No. : 000155453440 No G3, Blk G, JIn PJU 1A/3, Ara Damansara, 47301 Petaling Jaya, Selangor Darul Ehsan TEL: 03-7832 6929 012-659 9829 13/04/2018 Tax Invoice No. CS00233394 Cash Sale (Ara D'sara) Tel: 03-7832 2 6929 H/P: 012-659 9829 Item Qty U Price RM 001697 5.00 1.00 5.00 SR S10 Starter. 766271 1.00 22.00 22.00 SR 1L. 6627 Seamaster Super Glo. Total Amt Incl. GST @ 6 % : 27 00 Rounding Adjusment : 0.00 Total Amt Payable : 27.00 Total Qty Tender 6 GST Summary Amount (RM) GST (RM) SR = 6 % 25.47 1.53 POINT : 0.00 *Goods sold are not returnable Thank you for shopping at ENW Hardware Centre (M) Sdn shd","{'entities': [(204, 214, 'date'), (446, 451, 'total')]}"
" MR. D.I.Y. (KUCHAI) SDN BHD 0-REG:750441-V LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000473792512) (TESCO EXTRA KAJANG) -TAX INVOICE- BOOSTER CABLE XH-500A *S CE72 - 10 9001620 1 X 29.90 29.90 MOTH BALLS 150G *S EC21-41-71 - 10/100 9063977 1 X 2.10 2.10 DIY GOLD TWIST DRILL 3MM *S LB22 - 20/1500 9071246 1 X 2.50 2.50 HSS TWIST DRILL 6*160MM *S LG32-42 - 10/400 6909906163107 1 X 3.30 3.30 Item(s : 4 Qty(s) : 4 TOTAL INCL GST@6% RM 37.80 CASH RM 40.00 CHANGE RM 2.20 GST Summary Amt (RM) Tax x(RM) GST S@6% 35.66 2.14 08-03-17 13:42 SH01 B028 T2 R000017473 OPERATOR TRAINEE EXCHANGE ARE ALLOWED WITHIN 7 DAY WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(588, 596, 'date'), (44, 140, 'address'), (502, 507, 'total')]}"
" RESTORAN WAN SHENG 002043319-W No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No. : 1047523 Cashier: Thandar Date : 16-03-2018 12:07:10 Description Qty U.price Total TAX Kopi (B) 1 X 2.20 2.20 SR Teh (B) 1 X 2.20 2.20 SR Cham (B) 2 X 2.20 4.40 SR Take Away 4 X 0.20 0.80 SR Total QTY: 8 Total (Excluding GST) 9.07 GST payable (6%) : 0.53 Total (Inclusive of GST) : 9.60 TOTAL : 9 .60 CASH : 9.60 GST Summary Amount (RM) x(RM) SR (@ 6%) 9.07 0.53","{'entities': [(1, 19, 'company'), (197, 207, 'date'), (446, 450, 'total')]}"
" AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHU 822737-X NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM. SEKSYEN U13, 40170 SHAH ALAM. TEL: 012 - 6651783 FAX: 03 - 33623608 GST ND: 000394528768 SIMPLIFIED TAX INVOICE CASH RECEIPT #: CSP0422102 DATE: 25/12/2017 SALESPERSON : AH019 TIME: 15:46:00 ITEM QTY U/P AMOUNT (RM) (RM) 4536000000012 1 2.00 2.00 3 1/2"" PVC BIB TAP ?? 2000070000010 0.50 0.30 S 9001 8M SEALING TAPE (YELLOW) 77? TOTAL QUANTITY 2 SUB-TOTAL (GST) 2.50 DISC 0.00 ROUNDING 0.00 TOTAL 2.50 SO CASH LO.DO 00 CHANGE 7M50 *GST @ 6% INCLUDED IN TOTAL BST SUMMARY CODE AMOUN! % TAX/AMT SR 2.36 6 0.14 TAX TOTAL: 0.14 GOODS SOLD ARE NOT REFUNDABLE, THANK YOU FOR US. PLS PROVIDE ORIGINAL BILL FOR COODS EXCHANGE WITHIN 1 WBEK FROM TRANSACTION goods BUST BE IN ORIGINAL SCATE 10 LE ENTITLED FOR EXLHANGE","{'entities': [(256, 266, 'date'), (473, 477, 'total')]}"
" POPULAR BOOK CO. (M) SDN BHD (Co. No. 113825-W) (GST Rex No. 001492992000) No 8, Jalan 7/118B, Desa Tun Razak 56000 Kuala Lumpur, Malaysia SUNWAY VELOCITY Tel : 03-9201 6281/6920 12/01/18 16:52 Slip No. : 0020070154 PEI YI Trans: 77499 Description Amount 70g P. Copy 450'S 2pc @ 13.69 27.38 T Stat-Great Saving -6.40 Total RM Incl. of GST 20.98 Rounding Adj 0.02 Total RM 21.00 Cash -50.00 CHANGE 29.00 Item Count 2 GST Summary Amount (RM) Tax (RM) T @ 6% 19.79 19. 79 1.19 Total Savings -6.40 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. WWW. popular. com. my Buy Chinese books online www.popularonline.com. my","{'entities': [(180, 188, 'date'), (373, 378, 'total')]}"
" / GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03-55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. 7805F712 VE0514 Date: 05/08/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan(11900) DD: 05/08/2017 11:00 Description U.P Iss Exc D Sale Amt(RM) 0.C. WHITE 2.13 5 1 0 4 8.52 WHOL EMEAL 2.78 1 2 0 -1 -2.78 0.0 JUMBO 2.97 3 1 0 2 5.94 Total 0% supplies: 11.68 CR-B SCOTCH 0.72 10 0 0 10 7.20 Total 6% supplies (excl. GST): 7.20 GST: 0.43 Total 6% supplies (Inc. GST): 7.63 Total 0% supplies: 11.68 Total Payable: 19.31 E.&.O.E. Received above goods in good order condition. The recipient of Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the tments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY","{'entities': [(219, 229, 'date'), (676, 681, 'total')]}"
" 99 SPEED MART S/B (519537-X) LOT P.1 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1181-TMN SRI SINAR GST ID. NO : 000181747712 INVOICE NO : 17556/103/T0503 09:23PM 559412 24-01-16 8019 MARIGOLD HL MILK 1L RM13.58 $ @2 X RM 6.79 Total Sales (Inclusive GST) RM 13.58 Rounding Adjustment RM , .02 Rounding RM 13.60 CASH RM 14.00 CHANGE RM .40 GST Summary Amount(RM) Tax(RM S = 67 12.82 3 76 Thank You. Please come again Keep the invoice for applicable returns","{'entities': [(1, 18, 'company'), (188, 196, 'date'), (323, 328, 'total')]}"
" BEMED (SP) SDN BHD. No.49, Jalan Clinar G U3/G, Subang Perdana, 40150 Shah Alam, Selangor D.E. 03-7845 8155 GST Reg : 001734164480 CASH RECEIPT CB# : 58273599475 02/Jan/2017 10:49:25 Cashier: be () Qty Code&Desc Price Total ALPHA LIPID LIFE LINE 450MG 450G 1 184810 165.00 105 3R 1 Type: 1 SubTotal: 105.00 Rounding Adj : 0.00 Total Inclusive GST: 165.00 MASTER 105.00 GST Summary: Amount Tax (MYR) (MYR) SR 155.00 0.34 ONG GUAT CHYE Points : 3,052 Thank you. Please come again. 165.60","{'entities': [(267, 273, 'total')]}"
" 3-1708032 POPULAR BOOK CO. (M) SDN BHD (Co. No. : 1 3826. - W ) (GST Rev No. AUB, 8, Jalam 7/118B, Jesa 'Tun Razak 56000 Kuald Lumpur. Malaysia KSL CITY Tel : 017-7765076 / 7765987 06/02/18 18:47 SHip No. : 0010291725 Cheah Pei Ni Trans: 246761 Description Amount CORR. PEN ZLI-W 7.65 T PB F/ RING FILE W/CLI 6.99 T Total RM Incl. of GST 14.64 Rounding Ad.i 0.01 Total RM 14.65 Cash -50.00 CHANGE 35.35 Item Count 2 GST Summary Amount (RM) Tax (RM) T co 6% 13.81 0.83 Total Savines 0. 00 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. WWW. popular com. my Buy Chinese books online www.popularonline. com. my","{'entities': [(182, 190, 'date'), (373, 378, 'total')]}"
" BOTOTO PASAR MINI JIN SENG 379, JALAN PERMAS SATU, BANDAR BARU PERMAS JAYA 81750 PLENTONG, JOHOR. TEL : 07-3874904 (CO. NO. JM0195368-D) (GST NO. 000150511616) \XINV:003-15654G5 15/04/18 Cashier : CASHIER3 1 SEAFOOD 23.40 ZRL 1 KENKO BEBOLA IKAN 200G 2.40 SR 1 SILKEN TOFU 300G 1.10 SR 1 VEGETABLES 1.80 ZRL 1 VEGETABLES 5.50 ZRL 1 VEGETABLES 1.30 ZRL 1 VEGETABLES 2.20 ZRL 1 MAS GOOD MELAKA NOODLES 3.20 SR 1 VEGETABLES 4.00 ZRL Item Count 9 SUBTOTAL: 44.90 TL:RM 44.90 6% GST 0.38 Payment Details CASH 100.00 CASH CHANGE 55.10 15/04/18 08:53 #003-1565495# CASHIER3 GST Summary Amount (RM) Tax(RM) SR (@6%) 6.70 0.38 ZRL (@0%) 38.20 0.00 Thank you Please come again GOODS SOLD ARE NOT REFUNDABLE","{'entities': [(8, 27, 'company'), (179, 187, 'date'), (28, 98, 'address'), (454, 459, 'total')]}"
" 158 Gerbang Alaf Restaurants Sdn Bhd (65351-M) Licensee of McDonald's Level 6, Bangunan TH, Damansara Uptown3 No.3 Jalan SS21/39,47400 Petaling Jaya Selangor (GST ID No: 000504664064) McDonald's Shell Mahkota Cheras DT (#36 Tel No. 03-9010-9849 TAX INVOICE MFY Side 1 INV# 003621900031356 ORD #58 ~REG #19- 11/05/2018 20:22:56 QTY ITEM TOTAL 1 L McChicken 11.10 1 L Coke 1 L Fries 1 6Nuggets 7.80 1 French Cheese Sauce TakeOut Total (incl GST) 18.90 Total Rounded 18.90 Cash Tendered 50.00 Change 31.10 TOTAL INCLUDES 6% GST 1.07 Thank You and Please Come Again. Guest Relations Center : 1300-13-1300","{'entities': [(308, 318, 'date'), (445, 450, 'total')]}"
" A04080 TAX INVOICE DOMINO'S PIZZA GST REF NO : 001694261248 DOMINO'S PIZZA PERMAS JAYA No.12, Jalan Permas Jaya 10, Bandar Baru Permas Jaya, 81750 Masai Johor CARRY OUT NOW Pay By: CASH Order ; 5633 By : 1036 Order Time : 18:07:35 Date : 11/04/18 Name: MRS ANGES Pickup Time: 18:22:35 Qty Menu Desc Coupon Disc Price 1 MCWBQ LVD1P-PS 3.80 1 REV (CAN) LVD1P-PS 3.50 1 6""HT (KC) LVD1P-PS 14.30 9.20 21.60 Total Items Sub-Total 21.60 Coupon Discount : 9.20 Grand Total : 12.40 Payment : 12.50 Change Due : 00.10 *6% GST Included : 0.70 SUPPORT OUR SMILE CAMPAIGN : ) Did we smile at you? Let us know at www.dominos.com.my/smile and receive a 30% off side item e-coupon upon survey submission Survey Code: CBD111560563307 Thank you for visiting Domino's Please Come Again! 1 - 3 0 0 - 8 8 8 - 3 3 3 www.dominos.com.my We are compliant to the PDPA 2010. Visit twww.dominos.com.my/terms to view our Personal Data Protection Policy. owned by Dommal Food Services Sdn Bhd Co. No. 419060-A 1","{'entities': [(20, 34, 'company'), (239, 247, 'date'), (398, 403, 'total')]}"
" rosted BEMED (SP) SDN. BHD_ No.49, Jalan ginar G U3/G, Subang Perdana, 40150 Shan Alam, Selangor D.E 03-7845 8155 GST Reg: 001734164480 CASH RECEIPT CB# 83679570476 15/Apr/2017 04:56:46 Cashier:be () Qty Code&Desc Price Total PRISTIN OMEGA-3 FISH OIL 2X150'S(V/P) 1 269250 300.00 300 8R ALPHA LIPID LIFE LINE 450MG 450G 2 184810 165.00 330 8R 80-(DERMAPRO OINT) 15G 1 178104 5.00 5 ZRL 4 Type: 3 SubTotal: 835.00 Rounding Adj : 0.00 lal Inclusive GST: 635.00 MASTER 635.00 GST Summary: Amount Tax (MYR) (MYR) SR 594.34 35.06 / ZRL 5.00 0.00 ONG GUAT CHYE Points : 1,124 Thank you. Please come again.","{'entities': [(453, 459, 'total')]}"
" LEE WAH FLORIST SDN BHD (521273-W) 129, JALAN TUN H.S LEE, 50000 KUALA LUMPUR. TEL 03-20782322 1012-5389466 FAX : 03- SALES@LEEWAHFLORIST.COM GST ID 001011499008 TAX INVOICE Doc No : CS00183946 Date: 02/02/2018 Cashier : USER T me 21:41:00 Salesperson : Ref.: (GST) (GST) Item Qty S/Price S/Price Amount Tax 1015 2 12.00 1272 1544 SR PEACOCK YELLOW 1012 4 34.00 35 04 144.16 SR STATICE FULL IMP 1145 1 58.00 61.48 61.48 SR LILY CONCORDO 2H 1037 2 6.00 6.36 12.72 SR SNOW WHITE LEAF 1050 1 350 3.71 3.71 SR FLORIDA BEAUTY 1097 4 9.00 9.54 38.16 SR PALM LEAF L 3 4.50 4.77 14.31 SR 1098 PALM LEAF M 1006 1 22.00 23.32 23.32 SR ROSE INDIA SUPERIOR 4 12.00 12.72 50.88 SR 2748 SUCCULENT L Total Qty: 22 374.18 Total Sales Excluding GST) 353.00 Discount : 0.00 Total GST : 21.18 Rounding 0.02 Total Sales (Inclusive of GST) : 374.20 CASH : 400.00 Change : 25.80 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 353.00 21.18 Total : 353.00 21.18 GOODS SOLD ARE NOT RETURNABLE, THANK YOU.","{'entities': [(1, 24, 'company'), (201, 211, 'date'), (36, 79, 'address'), (822, 828, 'total')]}"
" POPULAR BOOK CO. (M) SDN BHD (Co. No. 113825-W) (GST Reg No. 001492992000) No 8, Jalan 7/118B, Desa Tun Razak 56000 Kuala Lumpur, Malaysia AMPANG POINT CENTRE Tel : 03-42601064/66 03/04/18 19:19 Slip No. : 6030099332 Mazidah Yasin Trans: 80272 Description Amount Max HD-10K Stapler 7.30 T WBD Issues 20% Rebate Total RM Incl. of GST 7.30 Cash -10.00 CHANGE 2.70 Item Count 2 GST Summary Amount (RM) Tax (RM) T @ 6% 6.89 0.41 Z @ 0% ..00 0.00 0. 00 Total Savings 0.00 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. www. popular. com. my Buy Chinese books online www.popularonline.com. my","{'entities': [(181, 189, 'date'), (283, 287, 'total')]}"
" Derbang Alaf Restaurants Sdn Bhd (65351-M) formerly known as Golden Arches Restaurants Sdn Bhd .icensee of McDonalo Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan SS21/39,47400 Petaling Jaya Selangor (GST ID No: 000504664064) tcDonald's Rawang DT(#188) Tel No. 03-6092-1968 TAX INVOICE MFY Side 1 INV# 001881904569068 ORD #15 -REG #19- 02/03/2018 12:59:16 QTY ITEM TOTAL 1 L McChicken 11.10 1 L Coke 1 L Fries 1 6Nuggets 7.50 1 Barbecue Sauce i AyamGoreng( TA) 9.90 TakeOut Total (incl GST) 28.50 Total Rounded 28.50 Cash Tendered 50.00 Ch 21.50 TOTAL INCLUDES 6% GST 1.61 Thank You and Please Come Again.","{'entities': [(342, 352, 'date'), (497, 502, 'total')]}"
" MR. D.I.Y. (KUCHAI) SDN BHD (CO Reg : 750441-W) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000473792512) (KEPONG) - TAX INVOICE - KNIFE 7240 *S BB21-41-61 - 12/72 6926292571513 1 X 15.57 15.57 M/FUNCTION SCISSORS K56 *S GAO7 - 12/144 6926292592327 1 X 7.45 7.45 KIWI S/S KNIFE 10.475 5 *S WA37 - 12/480 8910041 1 X 4.25 4.25 Item(s) : 3 Qty(s) : 3 Total Incl GST RM 27.27 ROUNDING ADJUSTMENT -RM 0.02 TOTAL ROUNDED RM 27.25 CASH RM 30.00 CHANGE RM 2.75 GST Summary Amt (RM) Tax x(RM) GST SR@O% 27.27 0.00 * 30-06-18 13:27 SHO1 B003 T1 R000639004 OPERATOR KPOT - ASYRAF ALI EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(574, 582, 'date'), (49, 145, 'address'), (485, 490, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. : 7819F712 VE0514 Date: 19/08/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan(11900) DD: 19/08/2017 10:38 Description U.P Iss Exc D Sale Amt(RM) O.C. WHITE 2.13 5 3 0 2 4.26 HOLEMEAL 2.78 3 0 0 3 8.34 0.C JUMBO 2.97 5 0 0 5 14.85 Total 0% supplies: 27.45 DELICIA-B/SCOTCH 3.72 2 0 0 2 7.44 CR-B' SCOTCH 0.72 20 0 0 20 14.40 Total 6% supplies (excl. GST): 21.84 GST: 1.31 Total 6% supplies (Inc. GST): 23.15 Total 0% supplies: 27.45 Total Payable: 50.60 E..&.0.E Received above goods in good order condition. The recipient of Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY","{'entities': [(220, 230, 'date'), (713, 718, 'total')]}"
 SUNF] ISH <484297-N 22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK BACAVES TEL : 03-61855688 NO 10256 TABLE 12 SALTED F .RICE 8.50 eFRIED EGG 1.80 NASI LEMAK DRUMSTICK 9.80 SOYA CINCAU 4.30 LARGE / ICE TEA 4.30 SUBTOTAL 28.70 RM CASH 100.000 CHANGE 71.30 INC 6% GST 1.62 TAX INVOICE 0001-001-0934-0001 05/01/2018 13:30-R GST : 002008047616 THANK YOU,"{'entities': [(293, 303, 'date'), (21, 65, 'address'), (211, 216, 'total')]}"
" IN-SPARKLE TRADING SDN BHD (Co.no.639240 H) No.Lot 24. Batu 11 Kampung Dato. Djang Balakong, 43200 Cheras, Sel. Tel: 03-9076 8160 GST ID : 001429012480 Date: Sat 21/10/2017 01:31:54 PM Tax Invoice No: 10100023492 531600309035 1 250.00 250.00 S ALARM G. .COB(333)L-A66/L;-A71 (LC) 1 Promoter : SK05 CHAN ZHI BEW Total Sales Incl. GST @ 6% RM 250.00 Total Sales RM 250.00 Cash RM 300.00 Changes RM 50.00 GST Summary Amount (RM) Tax(RM S = 6% 235.85 14.15 Z = 0% 0.00 0.00 Cashier: 0005 CASHIER 1.000 Qty Counter: 101 Outlet: SK2 Have a nice day Thank you (POS 6.63) Customer Name : Customer Signature :","{'entities': [(1, 27, 'company'), (163, 173, 'date'), (229, 235, 'total')]}"
 3180303 CEHDEHD LAAN HING STATIONERY SDN BHD (162761-M) NO. 32 & 33. JALAN SR 1/9 SEKSYEN 9. TAMAN SERDANG RAYA. 43300 SERI KEMBANGAN SELANGOR DARUL EHSAN GST ID : 002139201536 Tax Invoice 30/03/2018 No : CS-20322 Qty Tax RM Durafile H399(110 X 95mm) 200 SR 116.60 Name Badge (H) @ 0.5500 809 Metal Name Badge Clip 2 SR 42.40 - 100's @ 20 0000 - Total Amt Incl. GST @ 6%: 159.00 Rounding Adjustment Total Amt Payable 159.00 Paid Amount: 200.00 Change : 41.00 Total Qty Tender 202 GST Summary Amount Tax (RM) (RM) SR @ A 150.00 9.00 Total 150.00 9.00 THANK YOU For any enquiry please contact us,"{'entities': [(190, 200, 'date'), (373, 379, 'total')]}"
